coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Ethiopia Ninety Plus Pheribo N2,95,"Seoul, Korea","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia.",Light,66/85,"KRW 15,000/100 grams",southern Ethiopia.,"KRW 15,000",100 grams,15000,3.527399072,4252.425,66,85,
Kenya Kirinyaga Karamundi Washed AB,95,"Taichung, Taiwan","Kirinyaga District, south-central Kenya",Light,66/86,NT $480/8 ounces,south-central Kenya,NT $480,8 ounces,480,8,60,66,86,
No. 7 Espresso Blend,95,"Taichung City, Taiwan",Colombia; Guatemala,Medium,47/69,NT $450/8 ounces,Colombia; Guatemala,NT $450,8 ounces,450,8,56.25,47,69,
Ethiopia Ninety Plus Nekisse Red,95,"Yorktown Heights, New York","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,49/66,$65.00/12 ounces,southern Ethiopia.,$65.00 ,12 ounces,65,12,5.416666667,49,66,
Ecuador La Papaya Pacamara,95,"Fort Wayne, Indiana","Saraguro, Loja, Ecuador",Light,64/86,$29.00/8 ounces,Ecuador,$29.00 ,8 ounces,29,8,3.625,64,86,
Ethiopia Sidama Shantewene,95,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/82,$19.00/12 ounces,south-central Ethiopia,$19.00 ,12 ounces,19,12,1.583333333,58,82,
YCFCU Banko Gotiti Coop G1,95,"Zhubei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,41/53,NT $850/16 ounces,southern Ethiopia,NT $850,16 ounces,850,16,53.125,41,53,
Burundi Karehe,95,"Renton, Washington","Ngozi Province, Burundi",Medium-Light,60/76,$20.00/12 ounces,Burundi,$20.00 ,12 ounces,20,12,1.666666667,60,76,
Ka’u Red Bourbon,95,"Hilo, Hawai'i","Ka’u growing region, Hawai’i Island, Hawai’i",Medium-Light,60/78,$44.00/10 ounces,Hawai’i,$44.00 ,10 ounces,44,10,4.4,60,78,
Wush Wush Ginbo Keffa Ethiopia,95,"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium-Light,60/74,$24.00/16 ounces,southern Ethiopia,$24.00 ,16 ounces,24,16,1.5,60,74,
Gesha Village Lot #25,95,"Yilan, Taiwan","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/75,NT $1500/8 ounces,south-central Ethiopia,NT $1500,8 ounces,1500,8,187.5,52,75,
Kona Tropical Punch Washed,95,"Hilo, Hawai’i Island, Hawai’i","Kona growing region, Hawai’i Island, Hawai'i",Light,68/84,$50.00/4 ounces,Hawai'i,$50.00 ,4 ounces,50,4,12.5,68,84,
Costa Rica Perla Negra,95,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium,50/65,$16.95/12 ounces,Costa Rica,$16.95 ,12 ounces,16.95,12,1.4125,50,65,
Ethiopia Koke,95,"Lexington, Virginia","Yirgacheffe growing region, south-central Ethiopia",Light,62/80,$23.00/12 ounces,south-central Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,62,80,
Panama Florsa 100 Geisha FW 1600+,95,"Taichung, Taiwan","Boquete growing region, Panama",Light,65/81,NT $450/227 grams,Panama,NT $450,227 grams,450,8.007195894,56.19944934,65,81,
Gesha Rebecca Natural,95,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,58/80,NT $350/8 ounces,Southern Ethiopia,NT $350,8 ounces,350,8,43.75,58,80,
Panama Hacienda La Esmeralda Geisha Natural,95,"Taipei, Taiwan","Boquete growing region, western Panama",Medium-Light,60/77,$22.00/4 ounces,western Panama,$22.00 ,4 ounces,22,4,5.5,60,77,
Panama Hacienda La Esmeralda Geisha Washed,95,"Taipei, Taiwan","Boquete growing region, western Panama",Light,64/78,$20.00/4 ounces,western Panama,$20.00 ,4 ounces,20,4,5,64,78,
Sumatra Lintong Kardon,95,"Portland, Maine","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,56/74,$21.00/12 ounces,Indonesia,$21.00 ,12 ounces,21,12,1.75,56,74,
Ethiopia Dame Dabaye,95,"Spokane, Washington","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/76,$16.00/12 ounces,Southern Ethiopia,$16.00 ,12 ounces,16,12,1.333333333,60,76,
Ethiopia Ayla Sidamo,95,"Fort Wayne, Indiana","Sidamo growing region, southern Ethiopia",Light,62/84,$20.00/ 12 ounces,southern Ethiopia,$20.00 , 12 ounces,20,12,1.666666667,62,84,
Ethiopia YirgZ,95,"Chicago, Illinois","Yirgacheffe growing region, southern Ethiopia",Medium-Light,62/78,$27.00/12 ounces,southern Ethiopia,$27.00 ,12 ounces,27,12,2.25,62,78,
Colombia Tolima Finca El Vergel Rebel Geisha,95,"Taitung, Taiwan","Tolima, Colombia",Light,63/81,NT $550/200 grams,Colombia,NT $550,200 grams,550,7.054798145,77.961125,63,81,
Kenya Makwa AB,95,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium,51/59,$16.00/12 ounces,south-central Kenya.,$16.00 ,12 ounces,16,12,1.333333333,51,59,
Chelbessa Ethiopia,95,"Madison, Wisconsin","Chelbessa, Gedeb, Yirgacheffe, south-central Ethiopia",Medium-Light,60/76,$21.00/12 ounces,south-central Ethiopia,$21.00 ,12 ounces,21,12,1.75,60,76,
Kenya Washed Kiambu Gititu AB Top,95,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Light,60/82,NT $300/8 ounces,south-central Kenya,NT $300,8 ounces,300,8,37.5,60,82,
Wilton Benitez Geisha,95,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Light,62/84,$26.00/8 ounces,Colombia,$26.00 ,8 ounces,26,8,3.25,62,84,
Celinga Ethiopia,95,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/73,$16.50/12 ounces,southern Ethiopia.,$16.50 ,12 ounces,16.5,12,1.375,57,73,
Las Margaritas Sudan Rume,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,60/84,$27.00/8 ounces,Colombia,$27.00 ,8 ounces,27,8,3.375,60,84,
Ethiopia Halo Beriti Single-Origin Espresso,95,"Sacramento, California","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,56/74,$24.00/12 ounces,south-central Ethiopia,$24.00 ,12 ounces,24,12,2,56,74,
Laura’s Reserve SL34,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,60/78,$62.95/8 ounces,“Big Island” of Hawai'i,$62.95 ,8 ounces,62.95,8,7.86875,60,78,
Finca La Maria Geisha Natural,95,"San Diego, California","Cundinamarca Department, Colombia",Medium-Light,55/79,$51.00/8 ounces,Colombia,$51.00 ,8 ounces,51,8,6.375,55,79,
Organic Peru San Fernando Tres Fincas Gesha,95,"Viroqua, Wisconsin","Incawasi, La Convencion Province, Peru",Medium-Light,58/80,$29.00/12 ounces,Peru,$29.00 ,12 ounces,29,12,2.416666667,58,80,
Ethiopia Gedeb Worka Sakaro,95,"Hsinchu, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,60/78,NT $660/225 grams,southern Ethiopia,NT $660,225 grams,660,7.936647913,83.15853333,60,78,
Kenya,95,"Taipei, Taiwan","Embu County, Kenya",Medium-Dark,35/51,NT $680/225 grams,Kenya,NT $680,225 grams,680,7.936647913,85.67848889,35,51,
Ethiopia Natural Guji Dasaya,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/86,NT $290/8 ounces,southern Ethiopia,NT $290,8 ounces,290,8,36.25,62,86,
Yunlin Natural Geisha CPAG-1,95,"Yunlin, Taiwan","Yunlin, Taiwan",Medium-Light,60/78,NT $800/4 ounces,Taiwan,NT $800,4 ounces,800,4,200,60,78,
White Geisha Blend Espresso,95,"Taichung, Taiwan",Panama; Ethiopia,Medium-Light,60/78,$39.00/8 ounces,Panama; Ethiopia,$39.00 ,8 ounces,39,8,4.875,60,78,
Kenya Kikai,95,"Lexington, Virginia","Bungoma region, western Kenya.",Medium-Light,57/77,$17.75/12 ounces,western Kenya.,$17.75 ,12 ounces,17.75,12,1.479166667,57,77,
Ethiopia Sidamo Rumudamo Premium,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/84,NT $400/8 ounces,southern Ethiopia,NT $400,8 ounces,400,8,50,64,84,
Granja La Esperanza Sudan Rume Natural,95,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium,50/70,$37.50/8 ounces,Colombia,$37.50 ,8 ounces,37.5,8,4.6875,50,70,
Ethiopia Natural Gute Bona,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,62/78,NT $400/8 ounces,southern Ethiopia,NT $400,8 ounces,400,8,50,62,78,
Elida Estate Panama,95,"La Jolla, California","Elida Estate, western Panama.",Medium-Light,57/74,$25.99/12 ounces,western Panama.,$25.99 ,12 ounces,25.99,12,2.165833333,57,74,
Jade Rabbit Espresso Blend,95,"Taoyuan, Taiwan",Ethiopia; Kenya,Medium,46/70,NT $650/8 ounces,Ethiopia; Kenya,NT $650,8 ounces,650,8,81.25,46,70,
Australian Blend Espresso,95,"Shanghai, China","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,51/73,$19.00/200 grams,southern Ethiopia,$19.00 ,200 grams,19,7.054798145,2.6932025,51,73,
Costa Rica Finca El Cañal,95,"Charlotte, North Carolina","Alajuela, Central Valley, Costa Rica",Light,60/88,$30.00/12 ounces,Costa Rica,$30.00 ,12 ounces,30,12,2.5,60,88,
Kenya Nyeri Tambaya AA,95,"Taichung City, Taiwan","Nyeri growing region, south-central Kenya.",Medium-Light,55/72,TWD $450/100 grams,south-central Kenya.,TWD $450,100 grams,450,3.527399072,127.57275,55,72,
Ethiopia Sheka Kawo Kamina Natural,95,"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium-Light,58/72,$24.95/12 ounces,Ethiopia,$24.95 ,12 ounces,24.95,12,2.079166667,58,72,
Kenya Kabare AB,95,"Bedford, New Hampshire","Nyeri growing region, south-central Kenya.",Light,64/84,$14.50/12 ounces,south-central Kenya.,$14.50 ,12 ounces,14.5,12,1.208333333,64,84,
Ethiopia FTO Worka,95,"Tulsa, Oklahoma","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,66/88,$14.99/12 ounces,southern Ethiopia.,$14.99 ,12 ounces,14.99,12,1.249166667,66,88,
Lycello by Ninety Plus,95,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,54/78,$75.00/8 ounces,far western Panama,$75.00 ,8 ounces,75,8,9.375,54,78,
Ecuador Peñaherrera AAA,95,"Topeka, Kansas","Imbabura Province, Ecuador",Medium-Light,60/77,$25.00/12 ounces,Ecuador,$25.00 ,12 ounces,25,12,2.083333333,60,77,
HWC Geisha Plus Geisha Black Espresso,95,"Taichung, Taiwan",Colombia; Ethiopia,Medium-Light,54/72,$45.00/8 ounces,Colombia; Ethiopia,$45.00 ,8 ounces,45,8,5.625,54,72,
Lotus by Ninety Plus,95,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,52/72,$145.00/8 ounces,far western Panama,$145.00 ,8 ounces,145,8,18.125,52,72,
La Papaya Natural Ecuador,95,"Madison, Wisconsin","Saraguro, Loja, Ecuador",Medium-Light,58/80,$19.00/8 ounces,Ecuador,$19.00 ,8 ounces,19,8,2.375,58,80,
Wilton Benitez Tabi VIP Colombia,95,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,64/86,$22.00/12 ounces,Colombia,$22.00 ,12 ounces,22,12,1.833333333,64,86,
Banko Gotiti Ethiopia,95,"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,60/78,$20.00/12 ounces,southern Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,60,78,
Colombia Cerro Azul Geisha,95,"Bellingham, Washington","Valle del Cauca growing region, Colombia.",Medium,52/63,$20.00/150 grams,Colombia.,$20.00 ,150 grams,20,5.291098608,3.779933333,52,63,
Pantan Musara Sumatra,95,"Madison, Wisconsin","Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",Medium-Light,56/78,$23.00/12 ounces,Indonesia,$23.00 ,12 ounces,23,12,1.916666667,56,78,
Guji Zone Ethiopia,95,"La Jolla, California","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",Medium-Light,59/77,$17.99/12 ounces,Ethiopia.,$17.99 ,12 ounces,17.99,12,1.499166667,59,77,
Colombia Finca Santa Barbara Gesha Anaerobic Honey,95,"Floyd, Virginia","Algeciras, Huila Department, Colombia",Light,63/87,$32.00/12 ounces,Colombia,$32.00 ,12 ounces,32,12,2.666666667,63,87,
Ethiopia Basha Bekele,95,"Lexington, Virginia","Sidamo growing region, south-central Ethiopia",Light,62/86,$23.00/12 ounces,south-central Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,62,86,
Hambela Dabaye Ethiopia,95,"Madison, Wisconsin","Guji growing region, south-central Ethiopia",Light,65/87,$24.00/8 ounces,south-central Ethiopia,$24.00 ,8 ounces,24,8,3,65,87,
Ethiopia Yirgacheffe Gedeb Chelbesa Natural,95,"Taipei, Taiwan","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,59/76,NT $480/8 ounces,Ethiopia,NT $480,8 ounces,480,8,60,59,76,
Panama Gesha Ninety Plus Perci Red,95,"Yorktown Heights, New York","Silla Del Pando, Volcan, Panama.",Medium,52/68,$65.00/12 ounces,Panama.,$65.00 ,12 ounces,65,12,5.416666667,52,68,
Colombia Cafe La Granja Sudan Rume Natural,95,"Jersey City, New Jersey","Caicedonia, Valle del Cauca Department, Colombia",Light,66/92,$35.00/125 grams,Colombia,$35.00 ,125 grams,35,4.40924884,7.93786,66,92,
Kenya AA Kirinyaga Kii,95,"Kaohsiung City, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,60/78,NT $600/8 ounces,south-central Kenya,NT $600,8 ounces,600,8,75,60,78,
Sumatra Lintong,95,"Johns Creek, Georgia","Lintong growing region, North Sumatra Province, Indonesia",Medium,51/68,$17.00/12 ounces,Indonesia,$17.00 ,12 ounces,17,12,1.416666667,51,68,
Kenya AA Kiri,95,"Crystal Lake, Illinois","Kirinyaga County, south-central Kenya",Light,64/80,$26.00/12 ounces,south-central Kenya,$26.00 ,12 ounces,26,12,2.166666667,64,80,
Guatemala Gesha,95,"Taoyuan, Taiwan","Aqua Dulce, Cuilco, Huehuetenango, Guatemala",Medium-Light,60/77,NT $750/4 ounces,Guatemala,NT $750,4 ounces,750,4,187.5,60,77,
El Floral Colombia,95,"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,Colombia,$21.00 ,12 ounces,21,12,1.75,59,77,
Kenya Gichuka AA,95,"Lee, Massachusetts","Kiambu County, Kenya",Medium-Light,60/78,$20.95/12 ounces,Kenya,$20.95 ,12 ounces,20.95,12,1.745833333,60,78,
Indonesia Sumatra Raja Harimau Lintong Mandheling Espresso,95,"Chia-Yi, Taiwan","Lintong growing region, North Sumatra, Indonesia",Medium-Light,58/77,NT $260/8 ounces,Indonesia,NT $260,8 ounces,260,8,32.5,58,77,
Ethiopia Washed Guji Bishala 23/02,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/80,NT $350/8 ounces,southern Ethiopia,NT $350,8 ounces,350,8,43.75,60,80,
Finca El Socorro Maracaturra,95,"Topeka, Kansas","Palencia, Fraijanes Plateau growing region, central Guatemala",Medium-Light,52/78,$22.50/12 ounces,central Guatemala,$22.50 ,12 ounces,22.5,12,1.875,52,78,
Kenya Nyeri Gaturiri Peaberry,95,"Yorktown Heights, New York","Nyeri growing region, south-central Kenya",Medium,49/69,$16.00/12 ounces,south-central Kenya,$16.00 ,12 ounces,16,12,1.333333333,49,69,
Red Bourbon Natural Exclusive Reserve,95,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/76,$38.00/8 ounces,“Big Island” of Hawaii,$38.00 ,8 ounces,38,8,4.75,58,76,
Karimiuki Kenya,95,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,Kenya,$21.00 ,12 ounces,21,12,1.75,58,76,
Colombia Wilton Benitez Thermal Shock Red Bourbon,95,"Chicago, Illinois","Piendamo, Cauca Department, Colombia",Medium-Light,60/78,$38.00/8 ounces,Colombia,$38.00 ,8 ounces,38,8,4.75,60,78,
Ethiopia Gotiti Natural,95,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,46/72,NT $580/8 ounces,southern Ethiopia,NT $580,8 ounces,580,8,72.5,46,72,
Mchana Kenya Peaberry,95,"Madison, Wisconsin",Central Kenya.,Medium,53/65,$15.99/12 ounces,Central Kenya.,$15.99 ,12 ounces,15.99,12,1.3325,53,65,
Rwanda Nyamasheke,95,"Jackson, Mississippi","Nyamasheke District, Rwanda.",Medium-Light,56/73,$14.00/12 ounces,Rwanda.,$14.00 ,12 ounces,14,12,1.166666667,56,73,
Ulos Batak Sumatra Peaberry,95,"Madison, Wisconsin","Northern Sumatra, Indonesia",Medium,52/68,$14.99/12 ounces,Indonesia,$14.99 ,12 ounces,14.99,12,1.249166667,52,68,
Ethiopia Natural Guji Lot D Minor,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/76,NT $275/8 ounces,Southern Ethiopia,NT $275,8 ounces,275,8,34.375,58,76,
Ethiopia Natural Guji Hambela G1 Bishan Fugu,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,51/73,NT $650/16 ounces,southern Ethiopia,NT $650,16 ounces,650,16,40.625,51,73,
Rwanda Silverback Plus Espresso,95,"Taoyuan, Taiwan","Kageyo, Eastern Province, Rwanda",Light,48/689,NT$ 800/8 ounces,Rwanda,NT$ 800,8 ounces,800,8,100,48,689,
Kona Mokka Champagne Natural,95,"Hilo, Hawaii","Kona growing region, Big Island of Hawai’i",Light,64/86,$100.00/4 ounces,Big Island of Hawai’i,$100.00 ,4 ounces,100,4,25,64,86,
Tarime Tanzania,95,"Lexington, Virginia","Tarime District, Mara Region, Tanzania",Medium-Light,58/82,$14.75/12 ounces,Tanzania,$14.75 ,12 ounces,14.75,12,1.229166667,58,82,
Ethiopia Dry Process Grade 1 Aricha Yirgacheffe,95,"Taichung City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,56/81,TWD $500/100 grams,southern Ethiopia.,TWD $500,100 grams,500,3.527399072,141.7475,56,81,
Gatugi Triple,95,"Lee, Massachusetts","Nyeri growing region, south-central Kenya",Light,58/86,$13.34/4 ounces,south-central Kenya,$13.34 ,4 ounces,13.34,4,3.335,58,86,
Kenya Embu,95,"Taichung, Taiwan","Embu County, Kenya",Light,62/80,NT $1200/227 grams,Kenya,NT $1200,227 grams,1200,8.007195894,149.8651982,62,80,
Yemen Al Obrah,95,"Fort Wayne, Indiana","Al Obrah, Hayma Dakhaliya, Sana'a, Yemen",Light,62/86,$42.00/8 ounces,Yemen,$42.00 ,8 ounces,42,8,5.25,62,86,
Kenya Riakiberu Peaberry,95,"Bedford, New Hampshire","Muranga District, central Kenya.",Medium,45/67,$13.00/12 ounces,central Kenya.,$13.00 ,12 ounces,13,12,1.083333333,45,67,
Colombia Honey Sweet Rose,95,"Taichung, Taiwan","Huila Department, Colombia",Light,62/80,NT$ 520/8 ounces,Colombia,NT$ 520,8 ounces,520,8,65,62,80,
Colombia El Paraiso Geisha Luna Washed,95,"Osaka, Japan","Piendamo, Cauca Department, Colombia",Light,70/85,$27.00/100 grams,Colombia,$27.00 ,100 grams,27,3.527399072,7.654365,70,85,
Costa Rica Volcán Azul Gesha Anaerobic Natural,95,"Topeka, Kansas","Poás Volcano, Alajuela, Costa Rica",Light,66/82,$26.00/8 ounces,Costa Rica,$26.00 ,8 ounces,26,8,3.25,66,82,
Karen J Kona Red Bourbon,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/78,$54.95/8 ounces,“Big Island” of Hawai’i,$54.95 ,8 ounces,54.95,8,6.86875,58,78,
Peru Gilmer Cordova #13,95,"Lexington, Virginia","Cajamarca, Peru",Light,64/88,$29.00/12 ounces,Peru,$29.00 ,12 ounces,29,12,2.416666667,64,88,
Ethiopia Kayon Mountain,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/84,$24.00/12 ounces,southern Ethiopia,$24.00 ,12 ounces,24,12,2,64,84,
Kenya Gichathaini,95,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Light,62/80,$26.00/12 ounces,south-central Kenya,$26.00 ,12 ounces,26,12,2.166666667,62,80,
Panama Carmen Geisha Washed Light Roast,95,"Yilan, Taiwan","Paso Ancho, Panama",Light,62/82,"NT $12,500/100 grams",Panama,"NT $12,500",100 grams,12500,3.527399072,3543.6875,62,82,
Alemu Bukato Espresso,95,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/80,$18.75/12 ounces,southern Ethiopia,$18.75 ,12 ounces,18.75,12,1.5625,56,80,
Ethiopia Natural Sidama Arbegona Bochessa,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/86,NT$325/8 ounces,southern Ethiopia,NT$325,8 ounces,325,8,40.625,64,86,
Ichamama Kenya,95,"Madison, Wisconsin","Nyeri County, Central Province, Kenya",Medium-Light,59/75,$22.00/12 ounces,Kenya,$22.00 ,12 ounces,22,12,1.833333333,59,75,
Colombia El Roble Natural Carbonic Java,95,"Denver, Colorado","Quindio Department, Colombia",Light,63/81,$31.00/8 ounces,Colombia,$31.00 ,8 ounces,31,8,3.875,63,81,
Colombia Nestor Lasso Sidra,95,"San Jose, California","Bruselas, Pitalito, Huila Department, Colombia",Light,62/83,$32.99/8 ounces,Colombia,$32.99 ,8 ounces,32.99,8,4.12375,62,83,
Café Granja La Esperanza Sudan Rume Natural,95,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium,51/69,$37.50/8 ounces,Colombia,$37.50 ,8 ounces,37.5,8,4.6875,51,69,
Colombia Yeast Anaerobic Washed Las Flores Bourbon Sidra,95,"Chia-Yi, Taiwan","Huila Department, Colombia",Light,62/81,NT $550/8 ounces,Colombia,NT $550,8 ounces,550,8,68.75,62,81,
Ecuador Cruz Loma Sidra Anaerobic Euphora Special Lot,95,"Taipei, Taiwan","San José de Minas, Pichincha Province, Ecuador",Light,64/80,$16.00/4 ounces,Ecuador,$16.00 ,4 ounces,16,4,4,64,80,
Guatemala Acatenango Gesha,95,"Billings, Montana","Acatenango growing region, Guatemala.",Medium,50/65,$20.00/8 ounces,Guatemala.,$20.00 ,8 ounces,20,8,2.5,50,65,
Colombia Finca Al Paraiso Y–05 Lychee,95,"Glendale, California","Piendamó, Cauca Department, Colombia",Medium,52/64,$30.50/12 ounces,Colombia,$30.50 ,12 ounces,30.5,12,2.541666667,52,64,
Mr. Dodd’s TeaTime Blend,95,"Chia-Yi, Taiwan",Ethiopia; Guatemala,Medium-Light,56/72,NT $325/8 ounces,Ethiopia; Guatemala,NT $325,8 ounces,325,8,40.625,56,72,
Colombia Double Anaerobic Washed Los Nogales Yellow Bourbon,95,"Chia-Yi, Taiwan","Huila Department, Colombia",Light,64/80,NT $290/4 ounces,Colombia,NT $290,4 ounces,290,4,72.5,64,80,
Colombia El Chaferote Pink Bourbon,95,"San Diego, California","Huila Department, Colombia",Medium-Light,63/77,$28.00/10 ounces,Colombia,$28.00 ,10 ounces,28,10,2.8,63,77,
Kenya Kirinyaga Karimikui Peaberry,95,"Bedford, New Hampshire","Karimikui growing region, central Kenya.",Medium,52/66,$14.50/12 ounces,central Kenya.,$14.50 ,12 ounces,14.5,12,1.208333333,52,66,
